order_id,product_id,quantity,unit_price,discount_percent
28,163,1,355.36,15
28,88,2,850.72,0
29,159,3,508.89,0
29,39,3,731.63,10
29,52,2,204.29,10
30,130,1,184.39,0
30,162,2,274.3,0
31,79,2,598.79,15
31,129,2,864.18,5
31,140,2,354.61,20
31,182,2,424.48,0
31,104,1,875.57,0
32,33,2,279.09,20
32,16,2,314.5,20
32,191,1,694.01,10
32,159,3,508.89,0
32,96,3,664.87,0
33,193,2,592.07,5
34,128,1,178.78,0
34,101,1,39.07,0
35,122,1,675.73,0
36,186,3,54.9,0
37,147,2,776.85,0
37,185,1,514.35,5
38,149,3,462.15,10
38,119,1,810.1,15
38,125,1,390.34,15
38,78,2,206.93,20
38,176,2,743.81,0
39,148,1,477.62,15
39,113,2,721.92,0
39,133,3,467.42,20
39,37,1,743.0,5
40,31,3,996.15,0
40,79,3,598.79,15
41,83,3,300.48,10
41,95,2,434.34,0
42,3,1,116.2,0
42,128,2,178.78,0
42,78,1,206.93,0
42,153,2,272.29,10
43,115,2,345.44,15
43,137,3,484.86,15
43,105,1,770.69,0
44,75,3,884.59,0
44,135,1,534.57,20
44,100,3,365.24,0
44,80,1,655.63,20
44,19,3,613.9,0
45,126,3,971.79,15
46,104,3,875.57,20
46,135,2,534.57,20
46,48,2,954.2,5
47,28,1,459.05,10
47,160,2,606.35,5
48,138,1,964.27,15
49,187,2,845.14,0
49,5,3,396.49,10
49,157,1,664.28,10
50,55,3,878.77,5
50,72,1,122.06,0
51,68,3,631.04,20
51,200,3,918.18,20
51,187,2,845.14,5
51,30,1,408.95,0
51,25,1,305.93,0
52,14,1,183.79,0
52,93,3,839.49,15
52,171,3,557.48,0
53,47,3,952.17,5
54,59,3,14.66,0
54,137,1,484.86,5
54,162,3,274.3,0
55,184,2,256.84,20
55,141,2,31.84,10
55,34,1,317.86,10
56,123,1,76.88,0
56,191,2,694.01,15
56,48,3,954.2,20
56,30,1,408.95,10
57,5,3,396.49,0
57,112,1,627.25,15
57,127,1,776.59,15
57,194,2,617.3,20
58,78,2,206.93,5
58,137,3,484.86,0
58,176,2,743.81,5
58,126,1,971.79,15
58,92,1,812.94,5
59,182,2,424.48,0
60,43,1,353.57,0
61,113,2,721.92,0
61,111,3,179.65,0
62,151,1,722.78,15
62,92,1,812.94,20
62,36,1,464.3,10
63,107,2,412.78,0
63,107,1,412.78,15
63,132,3,117.83,20
63,194,3,617.3,20
63,55,1,878.77,0
64,62,1,540.99,5
64,79,1,598.79,10
64,41,3,426.76,10
64,62,3,540.99,5
65,57,3,979.35,5
65,48,2,954.2,0
65,28,2,459.05,15
65,177,2,927.86,0
65,160,2,606.35,0
66,144,2,942.97,0
67,34,2,317.86,20
67,137,2,484.86,0
67,151,3,722.78,0
67,37,2,743.0,20
67,153,1,272.29,0
68,90,1,331.05,0
68,119,2,810.1,10
68,127,2,776.59,0
68,15,1,759.48,5
69,161,3,894.59,0
69,138,1,964.27,10
70,102,2,530.96,0
70,39,3,731.63,0
70,132,2,117.83,10
71,129,3,864.18,15
71,33,2,279.09,20
71,25,3,305.93,0
71,150,3,906.24,15
72,192,2,783.47,0
72,98,3,95.23,10
73,7,1,781.65,0
73,134,1,681.75,20
73,120,2,307.08,0
73,5,2,396.49,0
74,7,3,781.65,0
74,74,2,234.97,15
74,180,2,482.25,0
75,44,3,965.34,15
75,3,2,116.2,0
75,105,3,770.69,0
75,160,1,606.35,0
75,162,1,274.3,0
76,6,1,48.58,20
76,127,1,776.59,0
77,58,3,568.93,20
77,15,3,759.48,0
77,114,1,914.92,5
77,121,1,78.36,0
78,85,3,384.92,10
78,141,1,31.84,10
78,94,2,464.94,15
78,42,2,168.48,15
79,43,3,353.57,5
79,195,3,518.3,0
80,145,3,877.52,20
80,74,2,234.97,10
81,34,2,317.86,0
81,119,2,810.1,0
81,98,3,95.23,20
81,22,3,529.27,10
82,27,1,478.85,0
83,82,1,283.16,10
83,95,1,434.34,20
84,127,1,776.59,15
84,33,3,279.09,0
84,130,3,184.39,5
84,156,3,561.44,0
84,35,3,235.92,15
85,144,3,942.97,0
85,93,1,839.49,5
85,164,1,639.61,5
86,69,2,703.17,15
86,163,2,355.36,20
87,144,3,942.97,15
88,36,2,464.3,15
89,63,2,554.83,0
90,200,3,918.18,0
90,194,1,617.3,0
90,191,1,694.01,10
91,77,2,324.9,20
92,43,1,353.57,20
92,16,1,314.5,0
93,134,1,681.75,10
93,122,2,675.73,20
94,165,3,163.15,0
94,102,2,530.96,0
94,80,2,655.63,10
94,42,2,168.48,0
94,118,3,764.96,10
95,95,3,434.34,15
95,25,3,305.93,10
95,71,2,915.93,5
95,45,2,56.68,15
95,153,3,272.29,20
96,12,2,992.06,15
96,192,2,783.47,0
96,115,2,345.44,0
96,132,3,117.83,0
97,12,2,992.06,20
98,83,3,300.48,20
98,2,2,126.41,10
99,85,3,384.92,20
100,27,3,478.85,5
101,109,3,800.61,0
101,116,3,655.81,15
101,85,3,384.92,15
101,83,3,300.48,0
102,24,3,311.5,0
102,189,2,380.28,20
102,43,1,353.57,20
102,82,1,283.16,10
102,70,2,221.82,20
103,95,1,434.34,0
103,71,1,915.93,5
103,94,2,464.94,0
104,150,2,906.24,10
104,117,1,48.58,0
104,94,2,464.94,15
105,182,2,424.48,20
105,30,2,408.95,0
105,177,3,927.86,5
105,92,1,812.94,5
105,160,3,606.35,20
106,129,3,864.18,5
106,196,2,311.35,0
107,42,2,168.48,0
107,178,1,237.94,5
107,165,1,163.15,0
107,53,1,939.57,0
107,85,2,384.92,0
108,89,2,364.68,10
108,87,2,252.85,0
108,27,1,478.85,10
109,152,1,926.41,15
110,42,2,168.48,5
110,69,2,703.17,5
111,188,1,859.46,10
111,68,1,631.04,0
111,11,3,63.0,5
111,103,2,94.97,5
111,60,3,733.02,15
112,176,3,743.81,10
112,2,2,126.41,20
112,135,2,534.57,5
113,56,1,543.79,0
114,97,3,892.13,0
114,129,1,864.18,15
115,171,2,557.48,20
115,42,1,168.48,15
115,120,3,307.08,20
116,100,1,365.24,5
116,196,1,311.35,15
116,158,3,519.2,0
116,32,1,394.87,20
117,180,1,482.25,10
117,58,1,568.93,15
118,56,3,543.79,0
118,12,1,992.06,0
119,87,2,252.85,10
120,94,1,464.94,5
120,136,3,155.34,15
120,171,1,557.48,10
120,29,1,945.7,0
121,31,2,996.15,20
121,172,2,823.49,10
121,27,1,478.85,10
122,59,3,14.66,0
122,163,2,355.36,0
122,74,3,234.97,5
122,101,3,39.07,0
122,117,2,48.58,0
123,195,2,518.3,20
124,27,2,478.85,0
124,90,3,331.05,0
124,194,3,617.3,0
125,167,2,49.0,0
125,171,3,557.48,10
126,77,1,324.9,15
126,61,3,490.48,10
126,16,2,314.5,10
126,83,3,300.48,5
126,154,3,715.67,0
127,163,1,355.36,0
127,68,2,631.04,15
127,147,1,776.85,0
128,196,1,311.35,0
128,194,1,617.3,10
128,14,2,183.79,0
129,166,3,827.4,20
129,191,1,694.01,5
130,103,1,94.97,15
130,89,2,364.68,20
130,30,3,408.95,15
131,176,3,743.81,10
131,191,2,694.01,0
131,5,2,396.49,0
131,180,1,482.25,10
131,20,3,152.83,5
132,21,3,890.92,10
132,9,1,380.73,20
132,188,1,859.46,20
132,168,3,659.05,0
132,17,3,433.58,0
133,45,3,56.68,0
133,148,3,477.62,0
134,82,2,283.16,5
134,178,3,237.94,15
134,45,3,56.68,5
135,5,2,396.49,5
135,9,1,380.73,0
135,8,2,266.37,0
136,192,3,783.47,5
137,53,3,939.57,0
137,145,3,877.52,15
137,33,2,279.09,10
137,84,3,507.94,0
138,8,1,266.37,10
138,60,2,733.02,0
138,134,1,681.75,20
138,17,2,433.58,0
139,26,2,699.33,20
139,58,2,568.93,0
139,153,3,272.29,20
139,91,2,472.3,20
139,157,3,664.28,10
140,147,1,776.85,10
140,10,3,501.76,0
140,2,3,126.41,0
141,167,3,49.0,0
141,113,3,721.92,0
141,172,3,823.49,20
141,141,2,31.84,10
141,101,2,39.07,10
142,108,1,700.6,15
142,46,1,64.75,15
142,38,2,285.25,0
142,53,2,939.57,10
142,102,3,530.96,20
143,95,1,434.34,0
143,40,1,327.88,20
143,156,1,561.44,0
143,160,3,606.35,20
143,187,1,845.14,10
144,173,1,393.12,20
144,81,3,347.87,0
144,132,2,117.83,0
144,45,1,56.68,0
144,127,2,776.59,10
145,108,2,700.6,10
145,101,2,39.07,0
146,100,1,365.24,0
146,112,2,627.25,5
146,119,1,810.1,10
146,51,2,97.77,5
146,124,1,543.58,20
147,181,2,914.9,5
147,21,2,890.92,0
147,175,3,779.79,10
147,6,1,48.58,0
148,17,3,433.58,20
148,146,3,667.86,0
148,154,1,715.67,0
148,131,2,691.83,5
148,177,1,927.86,0
149,188,3,859.46,0
150,109,2,800.61,15
151,16,1,314.5,20
151,53,2,939.57,15
151,80,2,655.63,10
151,23,3,479.5,0
151,155,3,605.4,0
152,139,3,948.03,0
153,8,1,266.37,10
153,143,1,979.65,15
154,49,2,28.11,15
154,42,2,168.48,20
154,113,1,721.92,5
154,100,3,365.24,15
155,15,1,759.48,20
155,158,3,519.2,0
156,142,3,881.76,5
156,167,2,49.0,15
156,134,1,681.75,5
156,86,3,519.82,15
157,25,3,305.93,0
157,150,1,906.24,0
157,103,2,94.97,15
158,91,3,472.3,20
158,55,1,878.77,5
159,110,3,20.16,15
159,135,1,534.57,0
159,99,2,723.99,15
160,192,3,783.47,20
160,31,3,996.15,15
160,7,3,781.65,20
160,100,1,365.24,5
160,193,3,592.07,5
161,123,2,76.88,15
161,189,1,380.28,0
162,103,2,94.97,0
163,101,2,39.07,10
163,156,1,561.44,15
163,152,3,926.41,20
164,30,3,408.95,0
164,116,2,655.81,15
164,107,1,412.78,10
164,68,2,631.04,15
165,145,2,877.52,10
165,97,3,892.13,10
165,183,2,126.15,5
166,161,3,894.59,0
167,111,2,179.65,20
168,131,1,691.83,0
168,197,2,453.54,10
168,174,3,133.03,10
168,129,2,864.18,10
168,169,3,660.88,15
169,175,3,779.79,5
170,168,2,659.05,5
170,160,2,606.35,0
170,196,1,311.35,0
170,155,1,605.4,10
170,10,1,501.76,0
171,21,3,890.92,10
171,26,2,699.33,15
171,138,1,964.27,10
172,30,1,408.95,0
172,145,1,877.52,0
172,24,3,311.5,0
172,74,3,234.97,5
173,63,3,554.83,0
173,122,2,675.73,15
173,66,1,749.92,20
174,43,1,353.57,5
174,184,1,256.84,0
174,139,3,948.03,20
174,66,3,749.92,0
175,164,3,639.61,0
175,6,1,48.58,15
175,51,2,97.77,20
175,156,1,561.44,15
175,87,1,252.85,10
176,180,3,482.25,20
177,38,3,285.25,15
178,160,2,606.35,20
178,150,1,906.24,0
178,176,3,743.81,5
179,183,3,126.15,20
179,152,2,926.41,10
179,120,3,307.08,5
179,1,2,380.62,10
180,143,3,979.65,0
180,87,3,252.85,20
181,100,3,365.24,15
181,116,1,655.81,10
181,32,1,394.87,0
181,9,3,380.73,10
181,113,1,721.92,5
182,97,1,892.13,15
182,95,2,434.34,20
183,98,3,95.23,20
183,170,1,545.06,20
183,46,2,64.75,15
183,163,2,355.36,0
183,145,3,877.52,5
184,108,3,700.6,10
184,43,1,353.57,0
185,30,1,408.95,20
185,171,1,557.48,0
185,127,1,776.59,20
185,156,1,561.44,10
185,159,1,508.89,5
186,159,3,508.89,0
186,48,2,954.2,20
187,162,2,274.3,10
187,183,1,126.15,15
187,43,1,353.57,15
188,185,1,514.35,0
188,147,2,776.85,0
188,3,2,116.2,0
188,162,3,274.3,5
189,182,3,424.48,15
189,78,1,206.93,15
189,55,3,878.77,0
189,1,1,380.62,0
190,126,2,971.79,0
190,125,3,390.34,0
190,107,2,412.78,0
191,186,1,54.9,0
191,118,1,764.96,0
191,99,3,723.99,20
191,32,2,394.87,15
192,115,1,345.44,0
192,134,2,681.75,0
192,133,3,467.42,0
193,164,2,639.61,0
194,101,1,39.07,5
194,199,3,313.82,15
194,21,3,890.92,5
194,193,2,592.07,5
194,142,1,881.76,5
195,35,3,235.92,0
195,182,3,424.48,10
195,54,1,13.34,0
195,55,3,878.77,0
196,29,1,945.7,0
197,5,3,396.49,5
197,81,3,347.87,5
197,186,3,54.9,5
197,116,1,655.81,0
198,22,2,529.27,5
198,29,3,945.7,5
199,68,1,631.04,20
200,153,3,272.29,10
200,73,3,533.68,0
200,80,2,655.63,15
201,100,2,365.24,0
201,66,3,749.92,15
201,135,1,534.57,15
202,42,1,168.48,0
202,36,3,464.3,5
203,3,2,116.2,20
203,150,3,906.24,5
203,158,3,519.2,0
203,50,3,612.1,5
204,28,1,459.05,0
205,161,3,894.59,10
205,83,3,300.48,5
206,68,3,631.04,20
206,11,2,63.0,0
207,42,3,168.48,0
207,89,2,364.68,5
208,12,3,992.06,15
208,130,3,184.39,15
209,165,2,163.15,0
210,97,2,892.13,15
210,132,2,117.83,0
210,101,2,39.07,0
211,49,3,28.11,0
211,166,2,827.4,20
211,45,1,56.68,20
212,175,1,779.79,0
212,110,3,20.16,5
212,184,3,256.84,10
212,27,3,478.85,10
213,160,1,606.35,0
213,128,1,178.78,0
213,176,3,743.81,0
213,132,3,117.83,0
214,104,1,875.57,0
214,35,1,235.92,0
215,58,2,568.93,0
215,24,1,311.5,5
216,27,1,478.85,15
216,8,1,266.37,0
217,95,3,434.34,0
218,26,2,699.33,10
218,19,2,613.9,0
219,123,3,76.88,0
219,122,1,675.73,20
219,18,3,159.46,20
219,29,1,945.7,0
220,173,3,393.12,10
220,75,3,884.59,5
220,81,3,347.87,20
221,2,3,126.41,0
222,172,2,823.49,20
222,118,3,764.96,10
222,8,3,266.37,15
222,106,1,312.53,15
222,199,1,313.82,20
223,199,1,313.82,20
223,41,2,426.76,0
223,14,2,183.79,5
224,49,3,28.11,5
224,36,3,464.3,0
224,66,2,749.92,15
224,190,2,517.4,5
224,7,2,781.65,20
225,21,3,890.92,20
225,172,1,823.49,5
225,139,3,948.03,15
226,96,3,664.87,0
226,131,2,691.83,0
226,45,1,56.68,0
226,29,1,945.7,0
227,114,1,914.92,15
227,129,2,864.18,10
227,166,2,827.4,5
228,159,2,508.89,10
228,16,2,314.5,15
228,151,1,722.78,15
228,98,3,95.23,0
228,134,2,681.75,10
229,28,3,459.05,0
229,111,1,179.65,20
229,157,1,664.28,0
230,174,1,133.03,0
230,180,1,482.25,0
231,81,2,347.87,0
231,167,3,49.0,15
231,182,1,424.48,0
231,19,2,613.9,20
232,16,3,314.5,20
232,132,3,117.83,20
232,173,3,393.12,10
233,111,1,179.65,15
234,112,3,627.25,20
234,96,2,664.87,15
234,187,1,845.14,5
234,21,1,890.92,0
235,190,1,517.4,0
235,65,1,644.46,5
235,192,3,783.47,0
235,1,1,380.62,0
236,132,2,117.83,5
237,174,2,133.03,20
237,116,3,655.81,0
238,103,2,94.97,0
239,37,3,743.0,0
239,22,3,529.27,5
240,47,1,952.17,15
240,59,3,14.66,20
241,107,2,412.78,5
241,21,3,890.92,5
241,70,1,221.82,5
241,63,1,554.83,0
242,29,2,945.7,20
242,130,3,184.39,10
243,121,1,78.36,5
243,58,2,568.93,0
243,137,2,484.86,5
244,125,3,390.34,15
244,186,1,54.9,0
245,103,2,94.97,10
245,35,1,235.92,0
245,44,3,965.34,0
246,30,1,408.95,10
247,189,3,380.28,0
247,131,2,691.83,0
248,46,1,64.75,0
249,31,2,996.15,10
249,169,2,660.88,15
249,91,1,472.3,20
250,77,3,324.9,15
250,125,3,390.34,15
251,2,1,126.41,20
251,108,3,700.6,20
251,152,1,926.41,0
252,197,3,453.54,20
253,176,2,743.81,20
253,129,1,864.18,0
253,171,2,557.48,5
254,135,3,534.57,15
254,35,3,235.92,20
254,48,2,954.2,20
255,162,1,274.3,20
255,140,1,354.61,20
255,134,1,681.75,0
256,81,3,347.87,10
257,132,3,117.83,0
257,144,3,942.97,5
258,122,2,675.73,20
259,17,2,433.58,10
259,178,3,237.94,0
260,189,3,380.28,15
260,13,1,230.59,10
261,52,3,204.29,5
261,85,3,384.92,20
261,110,2,20.16,0
262,144,1,942.97,0
263,109,1,800.61,10
263,140,3,354.61,15
263,197,1,453.54,0
264,113,1,721.92,20
264,169,1,660.88,10
264,89,3,364.68,15
264,82,1,283.16,15
265,106,3,312.53,0
266,65,1,644.46,0
266,169,3,660.88,5
266,192,1,783.47,0
266,15,1,759.48,15
267,17,3,433.58,10
268,60,2,733.02,15
268,48,3,954.2,20
269,12,2,992.06,10
269,60,1,733.02,0
269,175,3,779.79,0
270,168,3,659.05,0
270,105,1,770.69,0
270,182,1,424.48,20
270,91,1,472.3,10
271,68,1,631.04,0
271,96,3,664.87,0
271,75,1,884.59,5
272,85,2,384.92,20
272,23,1,479.5,0
272,163,2,355.36,0
272,17,2,433.58,0
273,23,2,479.5,10
273,119,3,810.1,0
274,81,2,347.87,20
274,79,1,598.79,0
274,9,1,380.73,20
275,169,2,660.88,0
275,79,1,598.79,0
275,95,1,434.34,0
275,49,3,28.11,10
276,17,1,433.58,0
276,80,2,655.63,20
277,152,2,926.41,5
278,31,2,996.15,5
279,108,1,700.6,0
280,33,1,279.09,15
280,176,2,743.81,20
280,31,3,996.15,0
281,186,1,54.9,0
281,38,3,285.25,0
281,20,1,152.83,0
282,72,3,122.06,5
282,145,3,877.52,0
282,105,3,770.69,20
282,87,3,252.85,0
283,12,3,992.06,20
283,197,2,453.54,5
283,94,1,464.94,20
283,94,1,464.94,10
284,158,3,519.2,20
285,134,3,681.75,0
286,70,2,221.82,5
286,159,2,508.89,0
287,189,2,380.28,0
287,86,1,519.82,5
287,126,1,971.79,0
288,127,3,776.59,0
289,120,3,307.08,20
289,30,3,408.95,0
289,2,1,126.41,10
290,83,3,300.48,15
291,97,2,892.13,10
292,198,1,231.52,20
292,81,1,347.87,15
292,152,1,926.41,20
293,98,2,95.23,0
293,45,2,56.68,20
293,69,1,703.17,15
294,197,2,453.54,0
295,118,3,764.96,10
295,179,3,596.23,10
296,17,1,433.58,0
296,168,3,659.05,20
297,33,2,279.09,20
297,197,2,453.54,0
298,149,1,462.15,0
298,75,3,884.59,5
298,172,2,823.49,20
298,183,3,126.15,10
298,96,3,664.87,10
299,133,2,467.42,0
299,9,3,380.73,0
299,176,1,743.81,5
300,117,1,48.58,0
301,136,1,155.34,0
301,43,3,353.57,10
301,81,1,347.87,0
301,172,3,823.49,20
302,3,3,116.2,5
303,160,3,606.35,0
303,79,1,598.79,20
304,6,2,48.58,0
305,30,2,408.95,10
306,21,3,890.92,5
306,170,1,545.06,20
307,124,3,543.58,0
307,142,1,881.76,0
307,125,3,390.34,0
308,117,3,48.58,5
308,71,1,915.93,5
308,199,3,313.82,5
308,174,2,133.03,0
309,60,3,733.02,20
309,194,1,617.3,20
309,96,1,664.87,0
309,42,3,168.48,0
309,181,1,914.9,15
310,71,1,915.93,15
310,88,1,850.72,15
310,25,1,305.93,0
310,63,1,554.83,0
311,152,3,926.41,0
311,44,1,965.34,10
312,8,3,266.37,5
312,163,3,355.36,20
312,78,2,206.93,10
312,150,2,906.24,20
313,38,2,285.25,5
313,75,3,884.59,0
313,71,2,915.93,5
314,130,3,184.39,15
314,61,1,490.48,15
314,191,2,694.01,0
315,111,3,179.65,20
315,183,1,126.15,0
315,123,2,76.88,0
315,9,2,380.73,15
316,12,3,992.06,0
316,48,2,954.2,10
316,117,1,48.58,10
316,67,1,806.92,5
316,129,2,864.18,0
317,153,3,272.29,15
317,7,2,781.65,0
317,179,1,596.23,20
317,62,1,540.99,5
318,137,3,484.86,10
318,49,3,28.11,10
318,190,1,517.4,0
318,171,2,557.48,0
319,175,1,779.79,0
319,116,1,655.81,15
320,134,1,681.75,5
321,83,1,300.48,0
321,76,3,490.38,0
321,177,1,927.86,10
321,14,1,183.79,15
322,33,2,279.09,15
323,6,2,48.58,5
323,19,1,613.9,15
323,96,2,664.87,0
323,192,2,783.47,0
324,138,2,964.27,5
324,76,1,490.38,20
325,58,1,568.93,15
325,6,2,48.58,15
325,99,1,723.99,0
325,53,1,939.57,0
325,109,3,800.61,0
326,177,3,927.86,10
326,158,1,519.2,0
326,148,1,477.62,0
326,51,3,97.77,15
326,75,1,884.59,20
327,22,3,529.27,15
328,36,1,464.3,0
328,154,3,715.67,0
328,18,1,159.46,0
328,59,1,14.66,0
329,13,3,230.59,20
329,87,1,252.85,10
329,80,3,655.63,0
330,87,2,252.85,20
330,103,1,94.97,20
330,90,2,331.05,20
331,68,1,631.04,5
331,76,3,490.38,0
331,5,2,396.49,0
331,87,1,252.85,20
332,18,3,159.46,10
332,105,3,770.69,15
332,5,3,396.49,10
332,54,3,13.34,5
332,141,1,31.84,15
333,187,2,845.14,20
334,128,2,178.78,5
335,180,1,482.25,0
335,100,3,365.24,20
335,91,2,472.3,0
336,104,2,875.57,15
336,138,1,964.27,10
336,25,3,305.93,0
337,17,1,433.58,0
337,148,3,477.62,5
337,73,3,533.68,20
338,96,3,664.87,0
338,89,1,364.68,0
338,106,3,312.53,5
338,141,3,31.84,15
338,185,3,514.35,5
339,199,3,313.82,5
339,33,2,279.09,15
339,160,3,606.35,20
339,162,2,274.3,10
339,148,1,477.62,10
340,77,1,324.9,20
341,154,2,715.67,10
341,160,1,606.35,0
341,128,3,178.78,5
341,129,1,864.18,20
342,174,3,133.03,0
342,17,2,433.58,20
342,95,3,434.34,0
343,90,3,331.05,0
343,198,3,231.52,5
343,107,3,412.78,20
344,96,2,664.87,20
344,101,3,39.07,0
345,176,1,743.81,20
345,5,1,396.49,10
345,158,2,519.2,0
345,43,2,353.57,0
345,55,2,878.77,15
346,183,2,126.15,15
347,74,2,234.97,10
348,73,3,533.68,20
349,13,3,230.59,0
349,31,2,996.15,10
349,54,2,13.34,0
350,184,2,256.84,5
350,129,3,864.18,15
350,181,2,914.9,10
350,141,1,31.84,10
350,73,1,533.68,0
351,116,1,655.81,20
351,152,2,926.41,0
351,172,3,823.49,0
352,95,1,434.34,15
352,198,1,231.52,20
352,178,3,237.94,0
352,153,3,272.29,15
353,13,3,230.59,0
354,118,3,764.96,0
355,189,2,380.28,15
355,37,3,743.0,0
355,130,1,184.39,10
355,120,1,307.08,15
355,132,3,117.83,20
356,45,1,56.68,20
357,134,1,681.75,0
358,148,3,477.62,0
358,90,1,331.05,15
358,113,2,721.92,20
358,112,3,627.25,20
358,143,2,979.65,10
359,133,3,467.42,5
359,40,3,327.88,10
359,2,1,126.41,15
359,129,1,864.18,0
359,95,2,434.34,15
360,187,2,845.14,5
360,39,1,731.63,15
360,51,2,97.77,0
360,9,1,380.73,10
361,175,1,779.79,0
361,82,1,283.16,20
361,98,1,95.23,10
362,11,1,63.0,0
362,174,1,133.03,10
362,55,3,878.77,0
362,27,2,478.85,10
363,16,2,314.5,15
364,126,2,971.79,5
364,54,1,13.34,20
365,126,2,971.79,0
365,86,2,519.82,10
365,126,2,971.79,5
366,145,3,877.52,5
366,185,1,514.35,15
366,55,3,878.77,20
366,164,1,639.61,15
367,176,1,743.81,5
367,152,2,926.41,0
367,91,2,472.3,10
367,21,1,890.92,0
368,184,2,256.84,5
368,165,2,163.15,5
368,174,2,133.03,20
368,81,2,347.87,15
368,74,1,234.97,10
369,61,3,490.48,0
369,2,2,126.41,5
369,51,2,97.77,0
370,113,2,721.92,0
370,168,2,659.05,0
370,168,2,659.05,5
370,19,2,613.9,20
370,150,2,906.24,15
371,169,2,660.88,0
371,118,3,764.96,20
372,110,1,20.16,0
372,88,3,850.72,0
373,12,3,992.06,0
374,129,3,864.18,0
374,54,3,13.34,15
374,184,3,256.84,0
374,160,3,606.35,20
374,129,3,864.18,20
375,156,2,561.44,0
375,188,2,859.46,0
375,169,3,660.88,0
376,60,2,733.02,5
376,22,1,529.27,5
376,91,2,472.3,0
377,52,2,204.29,0
378,121,2,78.36,0
378,147,2,776.85,15
378,199,3,313.82,20
378,5,3,396.49,5
379,108,3,700.6,5
379,5,2,396.49,5
380,82,3,283.16,0
381,143,1,979.65,0
381,168,1,659.05,5
381,120,2,307.08,10
381,166,2,827.4,10
382,190,2,517.4,20
382,31,2,996.15,5
382,89,3,364.68,10
382,174,2,133.03,0
383,167,1,49.0,15
383,34,3,317.86,5
383,56,3,543.79,5
383,37,3,743.0,0
383,83,3,300.48,20
384,8,1,266.37,0
384,14,2,183.79,0
384,190,2,517.4,0
384,169,2,660.88,0
384,31,3,996.15,0
385,21,3,890.92,10
385,119,2,810.1,10
385,8,2,266.37,0
385,58,2,568.93,10
386,101,3,39.07,0
387,141,2,31.84,15
387,196,2,311.35,20
387,67,1,806.92,5
387,133,3,467.42,0
388,97,3,892.13,0
388,68,2,631.04,5
388,68,2,631.04,0
388,157,2,664.28,20
389,12,1,992.06,0
389,42,2,168.48,0
389,37,2,743.0,5
389,53,1,939.57,10
389,24,1,311.5,5
390,100,3,365.24,0
390,67,2,806.92,0
391,60,2,733.02,10
391,193,1,592.07,20
391,115,3,345.44,0
391,40,1,327.88,5
392,27,2,478.85,10
392,140,1,354.61,0
392,120,3,307.08,15
393,67,3,806.92,15
394,76,1,490.38,0
395,126,2,971.79,15
395,73,2,533.68,0
396,10,3,501.76,5
396,23,2,479.5,0
396,123,2,76.88,0
396,179,3,596.23,0
396,175,3,779.79,5
397,100,2,365.24,20
397,160,2,606.35,0
398,91,1,472.3,0
398,132,3,117.83,20
399,82,3,283.16,10
399,147,2,776.85,0
399,13,2,230.59,5
399,128,1,178.78,15
400,12,1,992.06,10
400,65,1,644.46,10
400,192,1,783.47,20
401,112,1,627.25,10
402,73,1,533.68,5
402,69,1,703.17,5
402,73,1,533.68,0
403,1,2,380.62,0
403,146,2,667.86,20
404,10,2,501.76,0
